fold,author,label,post_index,caption,image_path,text_mask,image_mask,valid_for_similarity,clip_similarity,alignment_group,text_probability,text_prediction,text_error_type,multimodal_probability,multimodal_prediction,multimodal_error_type,delta_p
0,thirty6____,1,20,"最近半年的藥單, 四種藥物劑量全部減半, 目前是,每日睡前服用, 安寶寧ALPRAGIN 0.5MG duxetine萬憂停30mg Mesyrel TAB. 25mg CLONOPAM 1MG(白)",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3549700442391425944_62078202249.jpg,1,1,True,0.2754710614681244,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,21,"記得去年被我傷害的女孩,曾陪我一起挑選刮刮樂的彩票,今年就算過年我也不會再刮一張刮刮樂。 改了很多習慣,一些沒有意義的事情。 最近只喜歡有報酬的事情,比如工作, 很多事情就算沒有報酬,但我也有無意義的消費,比如在城市中漫步。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3550425509542766958_62078202249.jpg,1,1,True,0.32052046060562134,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,22,"昨天就開始放假了, 待會下午要搭遊覽車去台中參加尾牙, 祝大家春節快樂。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3553013995969995999_62078202249.jpg,1,1,True,0.27361446619033813,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,23,"以前明明沒有談感情的本錢, 或是也還沒準備好, 卻因為孤單,所以想宣洩自己的情。 現在有了本錢,還是一樣的孤獨, 卻不想隨隨便便陷入不對的愛情了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3554465573130412522_62078202249.jpg,1,1,True,0.29930564761161804,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,24,"除夕對我來說真的有些不方便, 最後一個人的晚餐還是只能到麥當勞, 但至少吃飽了,沒有餓著。 其實我真的很害怕, 不是害怕一個人的春節。 而是去年同一個時間我毀了自己。 還好我這次很謹慎,是成熟了些, 一切平安。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3556627614964124171_62078202249.jpg,1,1,True,0.284647136926651,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,25,"這個寫作帳號的第100篇文章, 好久不見, 感謝中間再沉澱時,還是有讀者願意和我分享與聊天。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3569139582686131667_62078202249.jpg,1,1,True,0.27078038454055786,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,26,"最近一年,我放下與接受了許多關於我。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3574212000660204177_62078202249.jpg,1,1,True,0.2865752577781677,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,27,"忘了和妳說,我也不能放下我的理想, 創作、出版是我不曾放下過的事情, 我不是甚麼特別的人,但就是想用文字在離開以前留下痕跡。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3588908705183822152_62078202249.jpg,1,1,True,0.2944899797439575,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,28,"清明連假開始,職場的權利的爭鬥也告一段落,終於可以好好休息與充電。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3602355806110630134_62078202249.jpg,1,1,True,0.29058778285980225,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,29,"我花了一段時間在思考這個問題, 我想先這樣,一個人就好。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3636732122708346568_62078202249.jpg,1,1,True,0.28575050830841064,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,30,"真的很不好的時候,我會消失一陣子, 如果連限時動態都沒發的話, 心情是有些低落, 但我從來不會在心情很差的時候書寫, 也不會在心情高亢的時候寫作, 後來的文章大多數都是在沉澱平靜後, 慢慢寫述。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3641044462559878588_62078202249.jpg,1,1,True,0.28100526332855225,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,31,"以前我不敢說我的經歷是人生, 對字計較的我,總是說生活。 現在我在我的人生上用力打上一個頓號, 我還是會失誤,還是會犯錯, 但真的與過去不相同了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3650247214125036336_62078202249.jpg,1,1,True,0.29711300134658813,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,32,"縫縫補補自己,過去卻用了很多錯的方式,不知道現在修補的自己在別人眼中是如何,但我覺得自己還可以。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3659956737085588530_62078202249.jpg,1,1,True,0.25896453857421875,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,33,"討厭自己太安逸, 會分心在很多不必要的事情上。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3678746192013570838_62078202249.jpg,1,1,True,0.2924872636795044,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,34,"總是如此,想說的很多,但又一言難盡。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3693225742235635877_62078202249.jpg,1,1,True,0.29484233260154724,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,35,"我一直在改變自己的不足, 早就不喜歡過去的自己很久了, 直到現在已經過去超過一年的時間, 在我的規劃中,卻還沒完全改好, 我以為我可以談感情了,但其實還沒。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3695901236857001602_62078202249.jpg,1,1,True,0.2636222839355469,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,36,"寫文章讓我感到平靜, 投廣時我會寫, 沒投放時我也會寫, 但我只會在感到平靜的時候書寫。 早就不再躁動時寫任何的字。 太興奮時,我感覺自己的文字很雜亂。 太悲痛時,我覺得我的文字好偏激。 寫的都是已經過去的事情。 我沒有不快樂。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3696872900629372767_62078202249.jpg,1,1,True,0.2755393087863922,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,37,"我會羨慕有家人和陸, 但我也知道家家本有難念的經。 其實很早很早就釋懷關於我與家人的事情。 只是前陣子有人向我打聽母親的消息。 我說我不知道,已經很久沒有聯絡了。 對方似乎也知道,就沒後續了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3701242059416987843_62078202249.jpg,1,1,True,0.29139965772628784,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,38,我想要比專心還再專注多一點。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3706992637579104426_62078202249.jpg,1,1,True,0.26554301381111145,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,39,感覺自己又前近了一些。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3716086635793887313_62078202249.jpg,1,1,True,0.2882694602012634,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,40,厭倦了別人希望的與我想要的之間中妥協。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3721507854085133376_62078202249.jpg,1,1,True,0.2869321405887604,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,41,"一直以來都我行我素, 直到真的能夠獨自面對一切, 才有這樣任性的底氣。 我喜歡自在,即便讓自己變得更孤獨也無所謂。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3728018194578996953_62078202249.jpg,1,1,True,0.2622200846672058,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,42,終於放了個連假。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3730522697878345814_62078202249.jpg,1,1,True,0.2909661531448364,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,43,"隨著讓自己越來越好的同時, 需要告別的人事物也慢慢變多。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3737104920471590305_62078202249.jpg,1,1,True,0.2708841562271118,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,44,"習慣了忙碌,10月的假期卻有些太多了。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3740130147803770612_62078202249.jpg,1,1,True,0.3099166452884674,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,45,"一直邁進的過程, 褪去許多過去醜惡的面貌, 我依舊是我, 但堅強了很多。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3745430090982493201_62078202249.jpg,1,1,True,0.2905493378639221,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,46,"走自己的步調, 即便有人覺得怪異, 不影響他人,就是我覺得舒服的腳步。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3746874936494543356_62078202249.jpg,1,1,True,0.28738948702812195,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,47,"我, 不一定想要過得很快樂, 但, 我想要過得很平靜與舒服。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3750118235347024832_62078202249.jpg,1,1,True,0.29652324318885803,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,48,這部劇:『忘了我記得』,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3755871450214576898_62078202249.jpg,1,1,True,0.29686209559440613,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,49,"雖然還在慢慢向前, 對自己也還有很多不滿意的地方, 但至少現階段, 我回頭盼望自己已經前進的路程, 心中的平靜,我算是幸福的人。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3763822015775160422_62078202249.jpg,1,1,True,0.282148152589798,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,50,沒有巧合。,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3770760180528226979_62078202249.jpg,1,1,True,0.2767066955566406,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,51,"我變了也沒變, 變好了,也變的討人厭。 我丟去懦弱的自己, 找回充滿城府的自我。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3774359750944380739_62078202249.jpg,1,1,True,0.29985904693603516,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,52,"曾以為自己就狼狽一生, 前進許多的同時, 也放下與放棄許多事情。 我的燭火可能越來越黯淡, 卻比過去更堅韌。 始終一言難盡。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3780217112309681207_62078202249.jpg,1,1,True,0.30746355652809143,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,53,"應該是三年前的過去, 我是特別喜歡12月份。 這個月份有太多,我喜歡的節日, 自己的生日、聖誕節、跨年夜...等等。 但一年一年過去特別討厭12月。 好似這個月份一觸發, 就容易流溢情緒, 太多了,有點讓人厭煩。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3789653245988870997_62078202249.jpg,1,1,True,0.3119415044784546,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,54,"有時候,並不是忘不掉妳, 而是對妳太執著,捨不得忘了。 但其實好似也沒那麼必要, 後來就忘了。 有時還是會突然想到妳, 但卻不知道想妳又要如何, 也就減少了次數, 甚至忘了妳曾存在。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3793966197881602816_62078202249.jpg,1,1,True,0.2887526750564575,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,55,"新的一年,還請各位多多指教。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3807060005846435112_62078202249.jpg,1,1,True,0.2635938227176666,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,56,"回溫後的暖冬, 就不會因為寒冷而賴在床上, 蜷縮在家中, 但好似又會再冷一些。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3811658169085760372_62078202249.jpg,1,1,True,0.2949705123901367,High,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,57,"代價是沉重的, 一無所有過, 很珍惜現在所有擁有的, 哪怕是一個人的孤單, 也比過去更堅強。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3823692324237656237_62078202249.jpg,1,1,True,0.2760222256183624,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,58,"不再需要的變多, 就沒有特別想要的。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3828049583776397496_62078202249.jpg,1,1,True,0.28485748171806335,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,59,"放了個年假,多出了很多休息的時間, 雖然早就過了一年,但好似在過年的時候,才有足夠的時間想想去年以及今年。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3834957028440302850_62078202249.jpg,1,1,True,0.27131640911102295,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,60,"總是對自己不夠滿意, 但好像已經很盡力了, 只是還是不夠專注。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3840396797618054715_62078202249.jpg,1,1,True,0.28604182600975037,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,61,"夢到妳,是半個多月前的事情, 無數次想寫這篇文章。 直到最近才消化完夢妳這個情緒。 不曾曾為情侶過,但在某一段時間當中,妳是我認為最美的人。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3847999366339142055_62078202249.jpg,1,1,True,0.24351781606674194,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,62,"花了一些時間, 一直在反覆咀嚼這種感覺。 其實有時候,我不知道我想要甚麼。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3858445377129852947_62078202249.jpg,1,1,True,0.2807856500148773,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,thirty6____,1,63,"雖然自己經濟狀況慢慢成長與穩定, 可以負擔的事物變多了, 但負擔不起的還是一如往常。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/thirty6____/images/3862411267059941037_62078202249.jpg,1,1,True,0.28571128845214844,Medium,0.8969008359753045,1,TP,0.948601602528052,1,TP,0.05170076655274758
0,forget_me_003,1,0,⠀⠀⠀⠀⠀ 大好きな世界 君だけがくれる光で ひび割れたこの目が触れてる世界は 貼文少打一個字我很抱歉(; ́༎ຶД༎ຶ`) 圖:影截 語錄:空と虚 你是我活在世上的理由 也是讓我看清這世界的那個人 Hashtag:,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2874042578640916128_54035932843.jpg,1,1,True,0.28902339935302734,High,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
0,forget_me_003,1,1,"⠀⠀⠀⠀⠀ 或許我不在了,爭吵就會消失了 活著的意義說什麼,死去又是為什麼 一切沒有解答,但是,今天的你很棒了 圖源:影截 語錄:自創 Hashtag :",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2874751551853804387_54035932843.jpg,1,1,True,0.2769647538661957,Medium,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
0,forget_me_003,1,2,"⠀⠀⠀⠀⠀ 不希望自己又去害到別人 為什麼死的不是自己而是別人 這世上太多未解之謎 慢慢想,總有一個屬於你自己的答案 圖源:影截 語錄:瓦尼塔斯的手扎 Hashtag : #動漫語錄",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2875384246984135278_54035932843.jpg,1,1,True,0.22340542078018188,Low,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
0,forget_me_003,1,3,"⠀⠀⠀⠀⠀ 深夜總是特別難受對吧? 腦中被某個人侵占著 每分每秒都只想與他度過 就算再怎麼想死,還是會為了他好好活下去 活下去不需要理由,能堅持下去的才是強者 只要你還在,我都願意為了你而努力 為了你活下去 謝謝你,讓我的世界充滿色彩 圖源:影截 語錄:Tiny light Hashtag :",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2875808541451252090_54035932843.jpg,1,1,True,0.2492576539516449,Medium,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
0,forget_me_003,1,4,"⠀⠀⠀⠀⠀ 我好像沒資格闖進你的生活 我內心滿是傷痕 怎麼捨得讓你的心為了我而難過 對不起,或許我不該存在的 圖源:影截 語錄:自 Hashtag :",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2876052486903057181_54035932843.jpg,1,1,True,0.2576533854007721,Medium,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
0,forget_me_003,1,5,"⠀⠀⠀⠀⠀ 我一定會好好珍惜你 不管怎樣都會保護你 不惜一切代價,用盡全力的愛著你 誰知道這個少年用微笑掩蓋住多少悲傷 花子為了寧寧付出了多少 用盡一切方法只為讓她多活一點 這個微笑掩蓋住的悲痛 我想只有他自己才知道 圖:影截 語錄:地縛少年花子君 Hashtag :",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/forget_me_003/images/2876882093768273523_54035932843.jpg,1,1,True,0.21221670508384705,Low,0.4415578947327063,1,TP,0.5261890886378382,1,TP,0.08463119390513191
