post_id,caption,word,human_label,gpt_label_1,gpt_label_2,gpt_label_3,gpt_label_4,gpt_label_5,word_order
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,也,O,O,O,O,O,O,11
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,不是,O,O,O,O,O,O,12
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,一個,O,O,O,O,O,O,13
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,表情符號,O,O,O,O,O,O,14
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,，,O,O,O,O,O,O,15
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,可能,O,O,O,O,O,O,16
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,還,O,O,O,O,O,O,17
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,是,O,O,O,O,O,O,18
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,一個,O,O,O,O,O,O,19
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,人的,O,O,O,O,O,O,20
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,無法,O,O,O,O,O,O,21
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,形容,O,O,O,O,O,O,22
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,的,O,O,O,O,O,O,23
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,感覺,O,O,O,O,O,O,24
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,。,O,O,O,O,O,O,25
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,今天,O,O,O,O,O,O,26
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,我,O,O,O,O,O,O,27
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,感到,O,O,O,O,O,O,28
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,一個,O,O,O,O,O,O,29
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,人,O,O,O,O,O,O,30
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,，,O,O,O,O,O,O,31
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,沒有,B-A,O,B-D,O,B-D,O,32
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,興趣,E-A,O,E-D,O,E-D,S-D,33
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,，,O,O,O,O,O,O,34
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,這種,O,O,O,O,O,O,35
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,感覺,O,O,O,O,O,O,36
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,已經,O,O,O,O,O,O,37
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,困擾,B-D,B-D,B-D,B-D,B-D,B-D,38
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,我,O,O,M-D,O,M-D,M-D,39
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,很,O,O,M-D,O,M-D,M-D,40
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,久,O,O,E-D,O,E-D,E-D,41
801,你知道什麼是愛？不是一個句子，也不是一個表情符號，可能還是一個人的無法形容的感覺。今天我感到一個人，沒有興趣，這種感覺已經困擾我很久了,了,O,O,O,O,O,O,42
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,每天,O,O,O,O,O,O,1
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,都有,O,O,O,O,O,O,2
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,新的,O,O,O,O,O,O,3
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,開始,O,O,O,O,O,O,4
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,，,O,O,O,O,O,O,5
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,然而,O,O,O,O,O,O,6
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,每天,O,O,O,O,O,O,7
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,的,O,O,O,O,O,O,8
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,開始,O,O,O,O,O,O,9
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,都,O,O,O,O,O,O,10
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,像是,O,O,O,O,O,O,11
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,一個,O,O,O,O,O,O,12
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,長期,O,O,O,O,O,O,13
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,無人,O,O,O,O,O,O,14
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,之地,O,O,O,O,O,O,15
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,。,O,O,O,O,O,O,16
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,我,O,O,O,O,O,O,17
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,開始,O,O,O,O,O,O,18
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,失去,B-A,B-A,O,O,O,O,19
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,興趣,E-A,E-A,B-A,B-A,B-A,O,20
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,了,O,O,E-A,E-A,E-A,B-A,21
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,，,O,O,O,O,O,E-A,22
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,我,O,O,O,O,O,O,23
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,的,O,O,O,O,O,O,24
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,自信心,O,O,O,O,O,O,25
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,也,O,O,O,O,O,O,26
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,開始,O,O,O,O,O,O,27
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,消退,O,S-D,O,O,O,O,28
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,。,O,O,S-D,S-D,S-D,O,29
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,但是,O,O,O,O,O,S-D,30
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,，,O,O,O,O,O,O,31
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,我,O,O,O,O,O,O,32
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,知道,O,O,O,O,O,O,33
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,，,O,O,O,O,O,O,34
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,我,O,O,O,O,O,O,35
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,不是,O,O,O,O,O,O,36
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,因為,O,O,O,O,O,O,37
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,被,O,O,O,O,O,O,38
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,歧視,O,O,O,O,O,O,39
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,而,O,O,O,O,O,O,40
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,被,O,O,O,O,O,O,41
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,打倒,O,O,O,O,O,O,42
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,的,O,O,O,O,O,O,43
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,。,O,O,O,O,O,O,44
802,每天都有新的開始，然而每天的開始都像是一個長期無人之地。 我開始失去興趣了，我的自信心也開始消退。 但是，我知道，我不是因為被歧視而被打倒的。 🌫️,🌫️,O,O,O,O,O,O,45
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,每天,O,O,O,O,O,O,1
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,也,O,O,O,O,O,O,2
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,一樣,O,O,O,O,O,O,3
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,這樣,O,O,O,O,O,O,4
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,，,O,O,O,O,O,O,5
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,缺乏,B-A,O,O,O,O,O,6
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,那種,M-A,O,O,O,O,O,7
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,興奮,E-A,O,O,O,O,O,8
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,和,O,O,O,O,O,O,9
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,對,O,O,O,O,O,O,10
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,未來,O,O,O,O,O,O,11
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,的,O,O,O,O,O,O,12
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,期待,O,O,O,O,O,O,13
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,，,O,O,O,O,O,O,14
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,現在,O,O,O,O,O,O,15
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,的,O,O,O,O,O,O,16
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,生活,O,O,O,O,O,O,17
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,像是,O,O,O,O,O,O,18
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,無目的,S-D,S-D,O,O,O,O,19
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,的,O,O,O,O,O,O,20
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,旅行,O,O,O,O,O,O,21
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,。,O,O,O,O,O,O,22
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,我,O,O,O,O,O,O,23
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,開始,O,O,O,O,O,O,24
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,忘記,O,O,O,O,O,O,25
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,自己,O,O,O,O,O,O,26
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,想要,O,O,O,O,O,O,27
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,什麼,O,O,O,O,O,O,28
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,，,O,O,O,O,O,O,29
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,因為,O,O,O,O,O,O,30
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,每天,O,O,O,O,O,O,31
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,都,O,O,O,O,O,O,32
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,是,O,O,O,O,O,O,33
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,一樣,O,O,O,O,O,O,34
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,的,O,O,O,O,O,O,35
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,事情,O,O,O,O,O,O,36
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,，,O,O,O,O,O,O,37
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,我們,O,O,O,O,O,O,38
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,的,O,O,O,O,O,O,39
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,生活,O,O,O,O,O,O,40
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,像是,O,O,O,O,O,O,41
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,被,O,O,O,O,O,O,42
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,擋,O,O,O,O,O,O,43
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,在,O,O,O,O,O,O,44
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,了,O,O,O,O,O,O,45
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,黑暗,S-D,S-D,S-D,S-D,S-D,S-D,46
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,裡,O,O,O,O,O,O,47
803,每天也一樣這樣，缺乏那種興奮和對未來的期待，現在的生活像是無目的的旅行。 我開始忘記自己想要什麼，因為每天都是一樣的事情，我們的生活像是被擋在了黑暗裡。,。,O,O,O,O,O,O,48
804,我覺得我每天都在走在灰色地帶。每天不再有那樣的興趣，我什麼也沒好好想看或玩。雖然我知道這不是一個好事，但我這樣的感覺，我是會接受的。我現在在試著做一些小小的事情，但似乎我什麼也無法完成。️,我,O,O,O,O,O,O,1
