post_id,sentence_id,text,label,annotator
1015,7,但我也很心疼自己，假如哪一天我真的墜落，請相信我已經嘗試過所有可能，已經比別人努力百倍的活過——我可以抬頭挺胸的說，不管結局如何，我都盡力了。,,
1012,14,因為我害怕這些,,
818,1,每天都還是跟原来的程式走，實在沒有興趣了。,,
104,6,我現在不想評論他自己口述的症狀算不算憂鬱症，反正醫生診斷說是就是；也不想比較他跟我在憂鬱症當中的感受（痛苦無法比較，比較也沒有意義），然後我也不討論他原本想分享的初心是什麼、目的有沒有達到。,,
895,2,不管是工作還是生活，整天都是自責感和罪惡感,,
1062,11,在來不及之前，有人可以救我嗎。,,
114,12,我已經忘記我為什麼會失去動機做某件事了，因為每次要做某件事的時候我都要花一些力氣讓自己開始；或是說服自己轉移注意力，才去做某件事，跟我是不是一個人獨處沒有太大的關係。,,
851,0,這些幾個月來，每天都是這樣的感受：很自責，覺得自己很差勁，罪惡感,,
626,28,"照片文字原創 📷✍️ by me, Susan",,
1007,1,那些殺不死我的，為什麼還沒殺死我？,,
1157,5,有你在我才會感到開心，也才會有話聊，什麼都可以扯，我真的懷念死了。,,
834,1,沒有力氣，無法做出任何動作,,
108,5,這是你每天最卑微的盼望。,,
84,8,以同理心包裝的關心，有時反而加倍傷人。,,
908,0,就是這樣，自己無法完成一件小事，不知道自己還能做些什麼了，每天開始就像被壓縮在一個盒子裡，無法喘氣。,,
232,5,爛泥走在路上會被嫌棄，所以我也可有可無。,,
279,4,那天的後來，（第二張照片）,,
82,20,我想說 憂鬱症並不是你的錯,,
976,0,我已經完全失去興趣了 在社交圈中，每次我都感到被排除在外，無法融入，我無法理解為什麼我的朋友都能和別人打成一片，而我則完全喪失了話題，什麼都無法幫助我！,,
1152,2,那種感覺好痛苦好難受。,,
1201,0,才不到一個月，短短的時間我已經覺得快負荷不了。,,
916,4,我最怕的是，該不該終止一切。,,
848,0,我不想活了，我只想走在這個黑暗中，無法讓自己感受到什麼東西了。,,
1180,5,只是稍微提一下，就覺得自己好煩躁、好容易沒安全感、討厭自己，這些會在什麼時候消失呢？,,
886,2,不在身邊的人也能感受到我的空虛 簡單的事也都變成了一個困難。,,
253,1,這兩天，又好想跟自己對不起，,,
73,8,我的沒有安全感就是因為太常被拋棄了。,,
65,1,最近整個人變得說不出來的怪，明明很想說話或做點什麼卻怎麼樣也使不上力。,,
1076,12,我不知道勉強呼吸算不算是活著，也或許不久過後就會死掉也說不定，但我該怎麼解釋活著對我來說有多痛苦呢？,,
811,1,我不再像這樣感受自己生活中的美好。,,
647,0,我說真的。,,
480,3,開心好奢侈⋯。,,
887,0,我感覺自己一直在被繼續掙扎著，我在這個世界裡找不到自己…我就覺得不不想活了 ，我想繼續這樣掙扎下去，總是被壓迫著，總是覺得自己不夠…,,
1103,3,後悔嗎 好像也不後悔,,
1125,1,結局都會是死亡 那活著的意義是什麼,,
732,9,所以我很難過、沮喪、失落、沒有信心。,,
972,1,我想問，我是否真的要繼續追逐生活中的那個「理想人生」？,,
239,0,前幾天在電視上看到的一段話，發現很適合現在的我們，所以想把這句話帶給正在為憂鬱、焦慮、恐慌不知所措的你。,,
178,4,請給一個 ❤️｜留言｜儲存｜分享,,
302,6,.,,
1198,1,我就跟白痴一樣，反而也沒人會在意。,,
836,1,我一直以為自己是成功的人，但是，最近我正處於一種枯竭狀態，感覺每天都是相同的日子，什麼事都不興趣,,
84,12,因為害怕解釋時回想起的痛苦，害怕就算說了也無法被理解，即使被理解也害怕對方擔心，種種恐懼讓人乾脆以「沒事」結束這一回合。,,
518,4,覺得自己不好，那天也就真的心情不好了。,,
1001,1,可是他們不知道，那些在痛苦面前多麼微不足道，你也已經用同樣的理由，哄騙自己活了一輩子。,,
391,35,我害怕變得快樂,,
1196,5,我不值得、不值得、不值得。,,
28,4,為了宣洩情緒嘛！,,
931,1,過度完美主義給了我了一份『幸福』，但那是錯誤的方向。,,
210,2,不。,,
346,10,當時，我陷入了深深的自我懷疑，彷彿被捲入海底漩渦般。,,
987,0,我從未這樣想過... 工作和社交活動都覺得像在被傘下淋濕的日子...沒有興趣、不再享受...好像連自己自己都不想活了 你知道的那種感覺？,,
622,2,但不免還是會覺得很可惜，一段曾經不錯的關係就這樣散掉了，就好像一個小朋友跟著媽媽走，因為人潮愈來愈多，不小心鬆開了手就走散了。,,
978,0,我好像失去了自己的興趣，好像失去了自己。,,
248,1,但我犯太多錯誤了，,,
956,0,目前我正在經歷一個無法描述的黑暗。,,
84,19,謝謝你，我不好。,,
1100,3,活不好難過的要死,,
1030,19,我又是為什麼還活著呢。,,
901,1,但當我看到所有的分數和結果，反而让我感到絕望.我開始失去興趣，不能再看到這裡的美好和成就 ‍♂️.但我知道，我需要再繼續前進 .我需要再找,,
1054,2,我也沒有比別人不努力啊，為什麼是我，憑什麼是我？,,
12,6,*什麼事情都做不好,,
347,1,我是不是根本無法達成了？,,
952,4,我只想消失。,,
1157,0,真的以前比較好，感覺比較好⋯,,
378,7,快樂已經不再充斥你的世界,,
1152,9,真悲傷。,,
1100,1,我要不要歇斯底里的告訴你,,
1004,10,我會死，你會死，他會死；只是早晚而已。,,
1013,8,人們說，你的答案是你自己，但我覺得，我就是我的問題。,,
1095,1,如果我能消失不見那就好了,,
90,17,所有的失去，都不可惜。,,
897,0,我們都有時候感到迷失了，像是什麼都沒有興趣，什麼都不再舒服。,,
1118,5,自殺未遂又怎樣呢？,,
376,55,吞藥讓我睡著，自殘讓我痛醒，我才能告訴我自己，不行，我還不能死掉，我才不會去死。,,
1091,2,腦袋中也不斷的浮現想傷害自己的念頭,,
1046,15,這才是最用力的自傷。,,
874,0,無話可說 數字顯示我的「財務狀態」 😩 ... 這些數字的實際含義，我不想和你們分享... 都是我的問題 .,,
937,0,這讓生活缺乏意義，我們試圖找到自己的位置和角色在這個世界上。,,
348,9,告訴我不用那麼焦慮緊張，那時候的我也只能點點頭說好，但我知道其實沒那麼容易，畢竟，這也算是一個關卡，嗯，是不容易破關的關卡之一。,,
165,6,我是指，盡你所能的快樂。,,
53,13,.,,
183,0,好久沒發文了，新年不快樂：）,,
58,19,當我發現其實我不那麼樂在其中的時候，我就會停止。,,
208,11,通常憂鬱症患者腦中這兩種神經介質的功能表現比一般人低。,,
299,1,活得太過拘謹，反而會失去快樂的感覺。,,
208,19,送給因感情而罹患憂鬱症的病友們。,,
866,0,不想活了，我每天都感受著無力感、失去動力、什麼都失去信心，我每天都在思考，我該怎麼做，我該怎么過著，我的生命太無力了我覺得無法擺脫這種感受，我已經試過了許多方法，沒有任何效力，我只剩下一種想法——結束一切�,,
114,13,但我記得最一開始失去動機都是起床那個瞬間，我覺得我今天沒辦法出門，外面的世界很可怕。,,
841,1,雖然過去我工作中遇到困難時，總是會感受到一點絕望，但這次我還是選擇了繼續前行。,,
545,0,正因為人們往往感受不同，我們才會當遇到有人跟我們感受相近時，感到共鳴🥰，但這真的不容易,,
716,5,覺得自己那麼差，難怪常常很多事都做不好⋯⋯,,
999,0,我不再享受事物的那種最初的興趣 是因為我已經失去了一些初衷的動力,,
348,6,再說睡不好，不是單純失眠而已，是有其他事件在困擾我。,,
1130,4,而我 卻比身旁同年齡的朋友經歷了更多,,
1034,2,可是太害怕誤解帶來的傷了，太害怕麻煩別人，所以故步自封。,,
131,40,有一天如果我好轉，,,
953,1,我覺得自己很差勁，總是失敗了，罪惡感在我心頭扯著我 。,,
1082,2,今天做了一件蠢事，忍不住生起自己的氣。,,
922,0,我的無憂鬱症狀讓我完全失去興趣。,,
888,2,如果這種自私感無法戒除，那我們就是會在工作和生活中失去興趣的。,,
1018,4,5. 下雨之後，天好像就沒有亮過了,,
1111,0,如果不是 那可以讓我去死嗎？,,
435,3,透過阿卡西療癒了自卑與恐懼,,
484,6,嗯⋯我自己覺得是困難的，因為低落的時間很多，常常會覺得沒有價值、比不上別人、自己為什麼要活著、我會不會造成別人的負擔、我的存在對他人會不會造成困惱等等的。,,
1014,5,他不是拋下我，而是意識到我對世界妥協得越來越多，也越來越順應規則；那些活著感到的憤恨與不認可，終究只能以自己的生命作為一記悶拳，敲在甚至泛不起一絲波瀾的世界上。,,
1202,1,儘管我很想在回到當初那快樂的時候，不是不可能，是必須花費比平常更多的努力。,,
387,1,當你熱愛一件事，就會歲月如梭的過。,,
985,0,我有想過自殺  因為無法應對壓力 因為財務困難 因為生活無法解決,,
1192,5,我覺得我很容易自暴自棄，別人的一句話就可以影響我很深，或許對方的意思沒有到那個程度，但是我就會聯想到更進階（更不好）的程度。,,
1053,1,我真的好久、好久、好久沒有快樂了。,,
378,4,陪伴你的那些也都生了塵,,
240,0,誰會莫名自虐當藥罐子,,
205,5,但最終我一定會離開的,,
513,0,有病。,,
104,15,第二，輪到你就給我去打疫苗。,,
246,3,-,,
192,6,你為什麼可以每天都坐在這裡,,
587,0,睡了12個小時，一起床心情就不好，跟昨天差很多。,,
1024,0,即使是這一秒的自己，也會不知道上一秒在悲傷什麼，可是下一秒來的時候，還是會非常悲傷。,,
308,6,看到我手上的傷痕會更想要遠離我。,,
301,1,這份紀念在我心中是可遇不可求的，因為並不是每一次都會發生。,,
716,3,自己原來是這麼否定自己,,
122,5,憂鬱症治療的過程就是在尋找為什麼你忘了快樂的原因。,,
253,2,沒有照顧好自己、又開始想傷害自己，,,
1080,0,看到這篇訪談的時候哭得一塌糊塗,,
980,0,我最近在學術研究方面感到絕望了？,,
710,0,為什麼我這麼爛、為什麼我這麼弱小、為什麼我凡事做不好、為什麼我什麼都做不好、為什麼我比不上人家、為什麼我可以糟糕成這樣、為什麼所有的事到我身上就是變成一場空。,,
1103,1,手上滿是刀疤,,
